open_time,open,high,low,close,volume
1577926800000,98.67303094147792,99.1196887834025,98.45150019114516,98.78559448727383,21111.658911737304
1577930400000,98.78559448727383,98.28424973070709,97.86267167005512,98.0734607003811,36319.876274253205
1577934000000,98.0734607003811,97.54897134702125,96.83719401144464,97.19308267923294,31362.15715951969
1577937600000,97.19308267923294,97.22579671881813,96.31134973548083,96.76857322714947,13078.071041975358
1577941200000,96.76857322714947,97.37274606194954,96.62982592117991,97.00128599156473,44309.6486702951
1577944800000,97.00128599156473,96.35418001627343,95.73797574241317,96.0460778793433,13851.352433504475
1577948400000,96.0460778793433,96.12486985971255,95.60423796631206,95.8645539130123,12298.793260473873
1577952000000,95.8645539130123,96.06071958563606,95.40163910485204,95.73117934524404,22481.295334498704
1577955600000,95.73117934524404,96.60097215012064,95.93821156561671,96.26959185786868,34791.3162424391
1577959200000,96.26959185786868,96.85790233169301,96.13362266550573,96.49576249859936,26276.407019839884
1577962800000,96.49576249859936,97.13725287365453,96.58007101238236,96.85866194301845,7368.309968250757
1577966400000,96.85866194301845,96.69529617326607,95.79807487179164,96.24668552252886,28620.241723606425
1577970000000,96.24668552252886,96.54082109595836,95.74166657006144,96.14124383300991,14555.947548939654
1577973600000,96.14124383300991,97.17377379701301,96.6608489351403,96.91731136607665,22358.13175485764
1577977200000,96.91731136607665,98.64940910808623,98.14107824339035,98.3952436757383,31026.706061201287
1577980800000,98.3952436757383,97.64674659627822,96.7204219141432,97.1835842552107,46805.48507300278
1577984400000,97.1835842552107,98.88922968747174,98.48236693996131,98.68579831371652,20170.393632714866
1577988000000,98.68579831371652,100.34127465645824,99.74466719072859,100.04297092359342,20671.851980497286
1577991600000,100.04297092359342,101.13822402629685,100.55747023541349,100.84784713085517,22186.55255740232
1577995200000,100.84784713085517,101.37379420780951,100.89645159705155,101.13512290243054,32276.43046063491
1577998800000,101.13512290243054,101.26689939708741,100.40970086555565,100.83830013132153,10430.169049481217
1578002400000,100.83830013132153,102.75918275758836,101.92037688385554,102.33977982072196,14969.161158866928
1578006000000,102.33977982072196,104.86604822757836,103.90709339318472,104.38657081038154,7717.40984337009
1578009600000,104.38657081038154,106.92578438411654,105.68529203297241,106.30553820854448,43140.736673019994
1578013200000,106.30553820854448,108.00441257342098,107.4642759250255,107.73434424922324,22346.116476134477
1578016800000,107.73434424922324,108.47258401452324,107.81077734646388,108.14168068049356,17998.721965050398
1578020400000,108.14168068049356,107.12032857794186,106.60810769195086,106.86421813494636,37786.12118381256
1578024000000,106.86421813494636,107.12484063363829,106.63682415720533,106.8808323954218,16440.89016200198
1578027600000,106.8808323954218,108.26092800529078,106.95168297916643,107.6063054922286,21332.885926983596
1578031200000,107.6063054922286,106.56396077451083,105.93621449504462,106.25008763477773,34087.38754052969
1578034800000,106.25008763477773,106.97186724193323,106.41227663801982,106.69207193997651,17592.902762264537
1578038400000,106.69207193997651,107.76044820133488,106.58579591972737,107.17312206053113,37032.27307203334
1578042000000,107.17312206053113,108.42781150379594,107.45875139141002,107.94328144760298,36689.74422491238
1578045600000,107.94328144760298,107.14251389913336,106.24544628799448,106.69398009356392,19730.960455640732
1578049200000,106.69398009356392,106.2981148844941,105.72491335917084,106.01151412183248,22076.8923680042
1578052800000,106.01151412183248,106.17417822012011,104.9677472863859,105.570962753253,28551.33375964112
1578056400000,105.570962753253,104.73798476624874,103.99013046395685,104.3640576151028,16501.677704175603
1578060000000,104.3640576151028,106.72724165351953,105.70566386792417,106.21645276072185,11317.006434919751
1578063600000,106.21645276072185,106.01668851591846,105.4076279128919,105.71215821440518,24858.8855369736
1578067200000,105.71215821440518,106.37956957671415,105.78384236510576,106.08170597090995,16304.80043979546
1578070800000,106.08170597090995,106.41840528133359,105.23944631193949,105.82892579663654,15899.584591132047
1578074400000,105.82892579663654,107.84320731733038,107.23587648422892,107.53954190077965,18178.639688156127
1578078000000,107.53954190077965,109.26789540599667,108.71343134181308,108.99066337390487,13421.968080960241
1578081600000,108.99066337390487,110.04260382690089,109.36757226605403,109.70508804647746,17173.757037780688
1578085200000,109.70508804647746,107.8296930850263,106.84156577702365,107.33562943102497,7929.137758645242
1578088800000,107.33562943102497,107.98657753817805,106.8393625306167,107.41297003439738,35790.34381915993
1578092400000,107.41297003439738,108.65991166329034,107.68306019161479,108.17148592745257,20946.313968024566
1578096000000,108.17148592745257,109.71287701861763,108.85674430233146,109.28481066047455,15341.001080226342
1578099600000,109.28481066047455,108.85977579478636,108.40690144153686,108.6333386181616,15489.88694175044
1578103200000,108.6333386181616,111.32250931714367,109.98333152196952,110.6529204195566,28565.869097181
1578106800000,110.6529204195566,109.502256236018,108.94428680247124,109.22327151924462,21155.359586183542
1578110400000,109.22327151924462,108.81777539898837,108.23185742935331,108.52481641417084,23244.207643243008
1578114000000,108.52481641417084,109.97180686881605,109.16068881093688,109.56624783987647,9660.756592055173
1578117600000,109.56624783987647,109.963526157205,109.32034288033395,109.64193451876947,12562.07674255908
1578121200000,109.64193451876947,112.24358367896751,111.52021424534861,111.88189896215806,28528.77284735272
1578124800000,111.88189896215806,112.4756488007901,111.75522639172841,112.11543759625926,23077.794007360044
1578128400000,112.11543759625926,111.72572413396489,111.13438759888544,111.43005586642516,60472.92562004642
1578132000000,111.43005586642516,111.32070521931351,110.74396304152893,111.03233413042122,16538.9222840952
1578135600000,111.03233413042122,110.35095938365464,109.34776577973372,109.84936258169418,29472.93591629627
1578139200000,109.84936258169418,108.74345106064857,108.20946972235927,108.47646039150392,10831.777201556333
1578142800000,108.47646039150392,109.48549035236749,108.88311605726217,109.18430320481482,9792.805668456962
1578146400000,109.18430320481482,110.39934071940432,109.28597694044792,109.84265882992612,16434.24665458888
1578150000000,109.84265882992612,111.70835591318232,110.88391943769503,111.29613767543867,14344.94881642393
1578153600000,111.29613767543867,110.76210493269139,110.20098604046817,110.48154548657978,14339.572392436861
1578157200000,110.48154548657978,112.97390681342884,111.798137651338,112.38602223238343,24190.31047438696
1578160800000,112.38602223238343,112.44811029250275,111.723724156283,112.08591722439287,20956.95360076995
1578164400000,112.08591722439287,114.22142083904528,113.55327372258746,113.88734728081637,20669.68977953077
1578168000000,113.88734728081637,114.05313382669459,112.7832769160311,113.41820537136284,40567.160010242646
1578171600000,113.41820537136284,113.17213773378937,112.04708862999543,112.6096131818924,24613.430857358486
1578175200000,112.6096131818924,113.16437142325,112.66328382423106,112.91382762374053,10902.253051085969
1578178800000,112.91382762374053,114.48493387010177,113.72972032072691,114.10732709541433,33693.07729684182
1578182400000,114.10732709541433,114.664215815033,113.96390284760285,114.31405933131794,30657.095805730343
1578186000000,114.31405933131794,113.98046554760622,113.35834434655192,113.66940494707907,16141.999830602968
1578189600000,113.66940494707907,112.59342029953358,111.76149969740075,112.17745999846716,31979.308637869635
1578193200000,112.17745999846716,111.05217569012756,110.22454764695617,110.63836166854186,30403.5768832396
1578196800000,110.63836166854186,111.5331950295237,110.90313167516894,111.21816335234631,16435.531637812706
1578200400000,111.21816335234631,112.92656050339673,111.76711196158466,112.34683623249069,18617.15232154472
1578204000000,112.34683623249069,112.63565497531089,111.73403047441847,112.18484272486468,34158.03094865213
1578207600000,112.18484272486468,111.70050639429991,110.31593164692768,111.0082190206138,10327.394907091824
1578211200000,111.0082190206138,112.35175601963674,111.65626198725258,112.00400900344465,18888.591017701925
1578214800000,112.00400900344465,110.86536987314845,110.33698299791317,110.60117643553082,11258.252173071203
1578218400000,110.60117643553082,110.4856709088193,109.18889943111219,109.83728516996575,10400.001243055325
1578222000000,109.83728516996575,111.00540932161974,110.08183714970471,110.54362323566222,25703.02907875322
1578225600000,110.54362323566222,108.65538184173188,107.55587967929951,108.1056307605157,85291.9147887747
1578229200000,108.1056307605157,108.94932230170151,108.14234368916098,108.54583299543124,82890.7324847933
1578232800000,108.54583299543124,108.48542693090197,107.39038118457229,107.93790405773713,67051.30781155017
1578236400000,107.93790405773713,108.38935249499436,107.76571968911583,108.0775360920551,20551.072759941046
1578240000000,108.0775360920551,108.37675828432857,107.6579457521312,108.01735201822989,9505.607174907678
1578243600000,108.01735201822989,108.68234027540636,107.83274123327278,108.25754075433957,55666.843944007735
1578247200000,108.25754075433957,109.25859167435999,108.80831453767478,109.03345310601739,14360.06317960266
1578250800000,109.03345310601739,108.55429170858038,107.90840422131707,108.23134796494872,51533.06404664138
1578254400000,108.23134796494872,110.31550594247264,109.28896033002032,109.80223313624649,20036.940002965377
1578258000000,109.80223313624649,111.02395978994555,110.2250892015362,110.62452449574087,21000.056081085717
1578261600000,110.62452449574087,111.90650976790278,111.26181630423002,111.5841630360664,24278.826479408577
1578265200000,111.5841630360664,113.32968053304103,112.49861403688769,112.91414728496436,24865.800123883746
1578268800000,112.91414728496436,114.23209875216477,113.42734263675322,113.829720694459,26715.11577018898
1578272400000,113.829720694459,115.20707624655614,114.42804526255117,114.81756075455365,8169.836302533744
1578276000000,114.81756075455365,115.47577488882835,114.37896807978045,114.9273714843044,32299.640551161025
1578279600000,114.9273714843044,113.87832733107884,112.76551721114092,113.32192227110988,19987.82034726969
1578283200000,113.32192227110988,113.96479640609903,112.41845542675303,113.19162591642602,27564.772688817822
1578286800000,113.19162591642602,112.74328740387386,111.94953174744136,112.3464095756576,21218.27537386493
1578290400000,112.3464095756576,111.08184878223646,110.48111356955278,110.78148117589461,17595.4179127178
1578294000000,110.78148117589461,111.33936537013398,110.84140498658334,111.09038517835866,33221.885664529895
1578297600000,111.09038517835866,110.82721712195475,110.13811850979135,110.48266781587304,28857.15978668444
1578301200000,110.48266781587304,109.76492807184597,108.98031794124434,109.37262300654515,28601.88599805721
1578304800000,109.37262300654515,108.67398473079588,107.84490230740575,108.25944351910081,25116.835559327923
1578308400000,108.25944351910081,108.99911557860716,108.14515032682654,108.57213295271686,14196.401609528231
1578312000000,108.57213295271686,109.64874637154242,108.31934276743848,108.98404456949045,23030.093098516543
1578315600000,108.98404456949045,110.9258173603225,109.98812987751003,110.45697361891627,12447.881320922603
1578319200000,110.45697361891627,110.99887484141513,109.92851615142776,110.46369549642144,34291.47337944745
1578322800000,110.46369549642144,111.98197906993569,111.303805822406,111.64289244617085,9626.620526142338
1578326400000,111.64289244617085,113.70391984372115,112.78027121803233,113.24209553087674,15672.132326340552
1578330000000,113.24209553087674,115.00875418566987,114.14124381080386,114.57499899823686,4361.331627356155
1578333600000,114.57499899823686,112.15606964162775,111.68219610467823,111.91913287315299,11535.863074654648
1578337200000,111.91913287315299,113.92131499544726,112.72950614861946,113.32541057203336,20810.785793305982
1578340800000,113.32541057203336,114.37246986494313,113.09490033770132,113.73368510132222,16837.47354973903
1578344400000,113.73368510132222,114.73206921629483,113.74697912099712,114.23952416864597,16539.488307845128
1578348000000,114.23952416864597,115.13744470790371,114.23722713025495,114.68733591907933,47511.66401803801
1578351600000,114.68733591907933,115.54915001530878,114.75120761911757,115.15017881721317,20976.509742829694
1578355200000,115.15017881721317,116.24888382719548,114.834474025684,115.54167892643974,14793.087904768003
1578358800000,115.54167892643974,115.51988302191519,114.78162821686863,115.1507556193919,16144.826329126365
1578362400000,115.1507556193919,113.32042628661229,112.68816562678634,113.00429595669932,29720.223221035452
1578366000000,113.00429595669932,113.41199848058233,112.39572782105859,112.90386315082046,17364.282454320473
1578369600000,112.90386315082046,112.30844437770291,111.73647173210686,112.02245805490489,16122.314128836668
1578373200000,112.02245805490489,113.7090756605303,112.81430924883028,113.2616924546803,29794.068043725638
1578376800000,113.2616924546803,113.41788252717066,112.49750081358654,112.9576916703786,21422.223555985187
1578380400000,112.9576916703786,113.55443700848198,112.59483406690184,113.0746355376919,13570.942062937944
1578384000000,113.0746355376919,112.66211197816871,111.61877211654144,112.14044204735507,30535.353489421017
1578387600000,112.14044204735507,111.92644609754944,111.2567605166162,111.59160330708282,25140.649660592568
1578391200000,111.59160330708282,112.07014388200271,111.13196031660492,111.60105209930381,22407.537328155293
1578394800000,111.60105209930381,110.33186527152256,109.62333841958389,109.97760184555322,34635.85917037661
1578398400000,109.97760184555322,110.55218950206113,110.10950999337732,110.33084974771923,44887.796169091685
1578402000000,110.33084974771923,110.51711623106988,109.95473648153936,110.23592635630462,33238.538843787246
1578405600000,110.23592635630462,109.191710933562,108.72497967791843,108.95834530574022,29712.284422186272
1578409200000,108.95834530574022,106.75961302981975,106.03565232289989,106.39763267635982,19335.82692986095
1578412800000,106.39763267635982,107.28427668848938,106.64832697699232,106.96630183274085,14721.51785617132
1578416400000,106.96630183274085,107.11877666932173,106.22080767855755,106.66979217393964,49193.439259660176
1578420000000,106.66979217393964,106.34236233697868,105.9119420439918,106.12715219048523,18515.81500043673
1578423600000,106.12715219048523,106.4245996847367,105.37140268919862,105.89800118696766,19312.14014010284
1578427200000,105.89800118696766,108.14122738880678,107.58029288083296,107.86076013481987,32350.72661463007
1578430800000,107.86076013481987,108.13729087680267,107.51995186746495,107.82862137213381,34317.91838460768
1578434400000,107.82862137213381,108.2356832554703,107.65161427115616,107.94364876331323,25967.13423419251
1578438000000,107.94364876331323,106.67736652166813,106.06582657739946,106.3715965495338,31249.814389280677
1578441600000,106.3715965495338,108.67865930849126,107.6414207118835,108.16004001018737,30818.459363675145
1578445200000,108.16004001018737,109.70361588740096,108.65397467441713,109.17879528090904,22323.627066822068
1578448800000,109.17879528090904,111.07771679777154,109.66622409338687,110.37197044557921,25456.014785885225
1578452400000,110.37197044557921,110.81893901453628,110.07443588774291,110.4466874511396,40378.5318151493
1578456000000,110.4466874511396,111.73762665954338,111.23447667405424,111.48605166679882,31021.356725092362
1578459600000,111.48605166679882,112.38429713909105,111.4612147447481,111.92275594191958,30544.264994327194
1578463200000,111.92275594191958,112.94666804326717,112.32070596038268,112.63368700182492,11057.439832980428
1578466800000,112.63368700182492,113.0997796276267,111.87000351042028,112.48489156902349,22313.187252088657
1578470400000,112.48489156902349,111.21870641428775,110.50393029329965,110.86131835379369,28286.26371701248
1578474000000,110.86131835379369,112.45299767182424,111.60742510482268,112.03021138832345,10218.593094043186
1578477600000,112.03021138832345,110.31770457442562,109.49287282610837,109.905288700267,32143.198540597026
1578481200000,109.905288700267,110.05288426518638,109.27478031419444,109.6638322896904,21507.714795481803
1578484800000,109.6638322896904,110.0424131137859,108.88091576104131,109.4616644374136,25593.725067081832
1578488400000,109.4616644374136,108.62451155117634,108.07095125432365,108.34773140275,16856.706307697517
1578492000000,108.34773140275,109.55877642481101,108.51298773489339,109.0358820798522,8513.564855350287
1578495600000,109.0358820798522,109.14879092676473,108.5300794303527,108.83943517855872,14304.210798043243
1578499200000,108.83943517855872,108.86577976758751,107.90754510501691,108.38666243630222,27221.922359633714
1578502800000,108.38666243630222,109.32442484415424,108.6222972921071,108.97336106813067,11317.705430282389
1578506400000,108.97336106813067,108.87334314135285,108.08054819546804,108.47694566841044,29979.677877972386
1578510000000,108.47694566841044,110.3278268715908,109.70453795764278,110.0161824146168,16774.369742618226
1578513600000,110.0161824146168,110.84655809879816,110.00464799103979,110.42560304491897,15784.818680602304
1578517200000,110.42560304491897,110.57679824243608,109.27328390655181,109.92504107449395,24482.116044221377
1578520800000,109.92504107449395,108.1068230677782,107.55320412095972,107.83001359436895,37072.59357961904
1578524400000,107.83001359436895,106.87966068208357,106.02100264247555,106.45033166227955,22798.949803633626
1578528000000,106.45033166227955,107.91973270107822,107.35046991081148,107.63510130594484,33893.9622676011
1578531600000,107.63510130594484,107.93834858279992,107.26598268059121,107.60216563169556,10660.195780172491
1578535200000,107.60216563169556,107.75220485886281,106.88661419500868,107.31940952693574,49898.79330958154
1578538800000,107.31940952693574,109.46276541786072,108.7758914509428,109.11932843440175,24168.787211894913
1578542400000,109.11932843440175,108.04757086824506,107.45282097033076,107.75019591928792,42282.70311796198
1578546000000,107.75019591928792,107.3600025123975,106.92483572907926,107.14241912073838,34114.745645446776
1578549600000,107.14241912073838,106.93076270923284,106.38644011225226,106.65860141074255,20551.07610449542
1578553200000,106.65860141074255,107.64300469803241,106.97154903851295,107.30727686827268,51236.711315817214
1578556800000,107.30727686827268,107.20182482185916,106.03604320041951,106.61893401113933,16163.32919507083
1578560400000,106.61893401113933,106.25861195693936,105.71761161052491,105.98811178373214,29681.73637890408
1578564000000,105.98811178373214,104.62383888779993,104.0187363072674,104.32128759753367,64305.05905888269
1578567600000,104.32128759753367,105.5568583945692,104.65505124993048,105.10595482224984,10817.489036949984
1578571200000,105.10595482224984,106.21490708083081,105.74083922789336,105.97787315436209,22615.902548843318
1578574800000,105.97787315436209,105.78174691682064,105.2088866012627,105.49531675904167,52955.44357498804
1578578400000,105.49531675904167,106.28120076353285,105.09661769101014,105.6889092272715,61990.724153778836
1578582000000,105.6889092272715,104.78945459994618,103.9153175316013,104.35238606577374,10435.983182858676
1578585600000,104.35238606577374,104.5220572008471,103.24188630984186,103.88197175534448,18458.744394658817
1578589200000,103.88197175534448,105.66906603559485,105.01971174468365,105.34438889013924,22962.99123866474
1578592800000,105.34438889013924,105.77590610822102,105.2412344668248,105.50857028752291,17189.754224015232
1578596400000,105.50857028752291,108.36854468184035,107.62380739323183,107.99617603753609,13327.186880122088
1578600000000,107.99617603753609,107.87339591258687,106.46821877909801,107.17080734584243,34866.55316490352
1578603600000,107.17080734584243,108.64981558839483,106.98232796139821,107.81607177489651,46271.13641978537
1578607200000,107.81607177489651,108.0838992543879,107.17012922084642,107.62701423761716,17567.006327793373
1578610800000,107.62701423761716,108.59263262503113,107.92609315945218,108.25936289224165,31767.002189183982
1578614400000,108.25936289224165,108.5868601397302,107.95955721651517,108.27320867812269,36379.33878443291
1578618000000,108.27320867812269,108.0730369997673,107.30460079678313,107.68881889827522,39666.31207105735
1578621600000,107.68881889827522,107.00422666130724,106.55554930523179,106.77988798326952,18483.263515781706
1578625200000,106.77988798326952,110.47611314031901,109.7769433261261,110.12652823322256,15580.44023444452
1578628800000,110.12652823322256,110.35517152087431,109.77161690649716,110.06339421368574,18775.89085584185
1578632400000,110.06339421368574,108.4665642231361,107.30862703438213,107.88759562875912,52713.51399063842
1578636000000,107.88759562875912,107.42673054455348,106.99635068719178,107.21154061587264,20981.312019351168
1578639600000,107.21154061587264,108.41640809200022,107.50866759101379,107.962537841507,14975.480180845807
1578643200000,107.962537841507,108.15176139917332,106.73933928011009,107.44555033964171,12434.665922937698
1578646800000,107.44555033964171,109.34479028083595,108.53333614438424,108.9390632126101,30155.570390838882
1578650400000,108.9390632126101,110.37030973274618,109.74682518245268,110.05856745759944,27360.923241181066
1578654000000,110.05856745759944,110.13891866124311,109.68710890662561,109.91301378393436,14316.210311418154
1578657600000,109.91301378393436,109.63649044142089,109.19769311205576,109.41709177673833,29430.020767972503
1578661200000,109.41709177673833,108.58562596086654,108.10405323125937,108.34483959606295,15770.669079834757
1578664800000,108.34483959606295,108.16367354779597,107.05758636283277,107.61062995531437,17484.565112540175
1578668400000,107.61062995531437,106.32846517385765,105.78793556183224,106.05820036784495,19972.723927358733
1578672000000,106.05820036784495,107.63545067580104,107.0940601706709,107.36475542323596,9817.578012795006
1578675600000,107.36475542323596,109.64199646976134,108.57416870255007,109.1080825861557,15756.57660631211
1578679200000,109.1080825861557,108.23317541163958,107.30214030592472,107.76765785878214,11225.556841053365
1578682800000,107.76765785878214,106.91362897141217,106.13233684875404,106.5229829100831,24255.64846895508
1578686400000,106.5229829100831,104.96838509703113,104.38482496735762,104.67660503219437,40822.279643422866
1578690000000,104.67660503219437,104.06486856940431,103.32164832336491,103.69325844638462,49468.78167911086
1578693600000,103.69325844638462,100.75179732058996,100.33183757203128,100.54181744631062,38554.75079578989
1578697200000,100.54181744631062,99.92220565859195,98.91732601735372,99.41976583797283,42637.46744212539
1578700800000,99.41976583797283,100.9648387251193,100.51055933552155,100.73769903032041,19825.025097356378
1578704400000,100.73769903032041,100.6815830706339,100.13873225614697,100.41015766339044,35646.98917280945
1578708000000,100.41015766339044,101.7631345609025,100.82122637222281,101.29218046656266,42795.07227515869
1578711600000,101.29218046656266,101.0986343146031,100.53789289818354,100.81826360639332,8156.688269270995
1578715200000,100.81826360639332,102.85333648689262,102.40582422898152,102.62958035793707,16702.652731882445
1578718800000,102.62958035793707,103.2313437467264,102.47827552390372,102.85480963531506,22561.521258010744
1578722400000,102.85480963531506,102.83963994161853,102.12665203476222,102.48314598819037,89034.12934165481
1578726000000,102.48314598819037,105.52673613370422,104.78056009478817,105.1536481142462,27405.34113878248
1578729600000,105.1536481142462,105.2907118082117,104.37723170999915,104.83397175910542,7225.877353494569
1578733200000,104.83397175910542,103.81894936914222,103.34548035414922,103.58221486164571,15045.901280025531
1578736800000,103.58221486164571,104.30486348007155,103.31979529156175,103.81232938581664,42331.94648060132
1578740400000,103.81232938581664,104.34552799167078,103.24002827802806,103.79277813484941,32005.49776265278
1578744000000,103.79277813484941,105.37866200666741,104.47424019999158,104.9264511033295,30448.983926297788
1578747600000,104.9264511033295,104.41594433208972,103.55335726825872,103.98465080017422,30816.924855200163
1578751200000,103.98465080017422,105.42557586405964,104.26597586138436,104.84577586272201,38037.669405812725
1578754800000,104.84577586272201,106.0230941824783,105.50654663368566,105.76482040808199,12071.626160723219
1578758400000,105.76482040808199,105.35233617757218,104.81168129475142,105.0820087361618,18955.17726176943
1578762000000,105.0820087361618,105.67730637578236,104.87217712457948,105.27474175018092,11388.813319716035
1578765600000,105.27474175018092,104.79540276072154,104.05394792477995,104.42467534275075,20842.404469135625
1578769200000,104.42467534275075,107.39624809178257,106.45298803835813,106.92461806507035,6906.992650218367
1578772800000,106.92461806507035,106.43538082125941,105.95582126165408,106.19560104145674,32733.577443238035
1578776400000,106.19560104145674,106.04978214425033,105.42359678510658,105.73668946467845,25824.667173229685
1578780000000,105.73668946467845,105.02068996863716,104.25254498253389,104.63661747558552,40661.7307866965
1578783600000,104.63661747558552,104.53070915879513,104.06115290482728,104.29593103181121,94580.89331463691
1578787200000,104.29593103181121,104.76875839122451,103.85256721197047,104.31066280159749,25578.493399602372
1578790800000,104.31066280159749,105.37248494051167,104.89882747488376,105.1356562076977,14049.470108144078
1578794400000,105.1356562076977,104.73211845632757,104.30122854602712,104.51667350117735,24811.48995041855
1578798000000,104.51667350117735,105.07304661070921,103.61406460105506,104.34355560588213,40468.56164860074
1578801600000,104.34355560588213,103.20018318083245,102.59288921830239,102.89653619956742,31488.373220452333
1578805200000,102.89653619956742,102.31217930710824,101.82600503460549,102.06909217085686,25239.75782440578
1578808800000,102.06909217085686,105.35848366190122,104.5255619228448,104.94202279237301,7466.7644111667
1578812400000,104.94202279237301,106.67241083822242,105.45087577127565,106.06164330474903,33925.60063302083
1578816000000,106.06164330474903,105.56620250078207,104.94805992875925,105.25713121477065,14869.551720689178
1578819600000,105.25713121477065,104.17985598007299,103.57928515580099,103.879570567937,10145.88723079606
1578823200000,103.879570567937,103.224122273363,102.55916368246744,102.89164297791523,25545.143765334527
1578826800000,102.89164297791523,103.14919712322339,102.63060935575545,102.88990323948941,37705.43449907017
1578830400000,102.88990323948941,103.3287959574877,102.56366008096145,102.94622801922458,15563.2381912629
1578834000000,102.94622801922458,102.43376560873288,101.97267515006449,102.20322037939869,15787.4710866835
1578837600000,102.20322037939869,101.23243888261266,100.60136863897918,100.91690376079592,12106.479380749488
1578841200000,100.91690376079592,102.78269699730906,101.98341460461585,102.38305580096245,30207.25806771257
1578844800000,102.38305580096245,103.11695209280137,102.61729294403679,102.86712251841908,10830.02936489658
1578848400000,102.86712251841908,102.91979272631787,102.08627617504789,102.50303445068288,12156.233544338525
1578852000000,102.50303445068288,102.52607494859117,102.06903875054928,102.29755684957023,14189.54598156406
1578855600000,102.29755684957023,102.10437217991722,101.45091845432908,101.77764531712315,26189.495424554665
1578859200000,101.77764531712315,99.10647366677696,98.59876185261706,98.85261775969701,43800.50857197744
1578862800000,98.85261775969701,99.44275338190359,98.53087468420739,98.9868140330555,15578.655595393891
1578866400000,98.9868140330555,98.2761712002577,97.6285424437664,97.95235682201206,13662.068480905
1578870000000,97.95235682201206,97.34450309923922,96.64451372471522,96.99450841197722,18511.06445984997
1578873600000,96.99450841197722,96.84147169271878,95.94802811155353,96.39474990213616,25633.881682998275
1578877200000,96.39474990213616,97.3745910561148,96.87073670416895,97.12266388014187,33026.183472249264
1578880800000,97.12266388014187,96.2297063022504,95.79357628674234,96.01164129449637,25213.79719380605
1578884400000,96.01164129449637,95.01200521684477,94.31464164588456,94.66332343136466,10840.64707524027
1578888000000,94.66332343136466,95.57088115114729,95.00917228658453,95.2900267188659,11777.725587619734
1578891600000,95.2900267188659,96.52564513061971,95.53592979700159,96.03078746381064,14278.493419997647
1578895200000,96.03078746381064,95.33168292172635,94.93500074510811,95.13334183341723,21191.796139573846
1578898800000,95.13334183341723,96.05171985438706,95.32630563198607,95.68901274318657,27928.44462952758
1578902400000,95.68901274318657,95.74520447153562,95.11368162759872,95.42944304956717,43597.0063691308
1578906000000,95.42944304956717,96.13021627636714,95.3428706533101,95.73654346483862,19013.45868142159
1578909600000,95.73654346483862,94.83049308644232,94.2811713495163,94.5558322179793,26634.918304683066
1578913200000,94.5558322179793,95.64445329695398,95.08703188951591,95.36574259323496,37275.66329028802
1578916800000,95.36574259323496,96.74009464308864,96.33885905147928,96.53947684728395,11684.61094543363
1578920400000,96.53947684728395,97.60257837756163,96.74922263534515,97.17590050645339,16454.020187759237
1578924000000,97.17590050645339,98.20288898615286,97.27618274475476,97.73953586545382,29142.77172570276
1578927600000,97.73953586545382,94.43191698462292,93.84814997363372,94.14003347912832,22142.380190470438
